file_full_path,file_base_name,parsed_designation,parsed_product_name,parsed_commercial_measure,parsed_accessory_text,parsed_line,parsed_special_label,match_count,matched_reference_id,matched_family_code,matched_reference_code,existing_isometric_asset_id,existing_isometric_path,conflict_reference_ids,conflict_file_base_names,conflict_group_code,action,notes
C:\Users\oswaldo.rivera\Desktop\Muebles VBAN\Mueble elevado Macao class LVM 48x43.svg,Mueble elevado Macao class LVM 48x43,ELEVADO,Macao,48X43,NA,CLASS,NA,3,481c754a-163a-453b-b5ed-f63dd48419d9,BAN12,0081,,,,,,APPLIED,mode=extended_base_single_accessory; asset_id=e37b9cf2-365b-4506-bbb9-2a985713fb08; updated_refs=3; overwritten_refs=0; skipped_refs=0; hash=42b15c47610c7ffbd8e04fde725af3a1b17b911e8c6b9bc90cb68d6d1b052857
C:\Users\oswaldo.rivera\Desktop\Muebles VBAN\Mueble elevado Macao class LVM 63X48.svg,Mueble elevado Macao class LVM 63X48,ELEVADO,Macao,63X48,NA,CLASS,NA,6,542cd0e2-2fbf-40a2-af18-f75e78e91fee,BAN12,0010,,,,,,APPLIED,mode=extended_base_single_accessory; asset_id=4fef3fbd-c683-4c50-9ab1-7cf8b91879f4; updated_refs=6; overwritten_refs=2; skipped_refs=0; hash=93e4b66ca96bed8d36593fd7a357ddf72e2e14451905717429803cbad141e53b
C:\Users\oswaldo.rivera\Desktop\Muebles VBAN\Mueble elevado Macao class LVM 79x48.svg,Mueble elevado Macao class LVM 79x48,ELEVADO,Macao,79X48,NA,CLASS,NA,4,29390187-1b01-41ba-ae36-bfeb8070b0b3,BAN12,0035,,,,,,APPLIED,mode=extended_base_single_accessory; asset_id=1939b002-4e1e-480c-8182-27b39b6ee9bc; updated_refs=4; overwritten_refs=4; skipped_refs=0; hash=b128e94ab0f666bd3b62691d8fe1b4aed330e7cdf3dd8a2b82ba7840a0c052f5
C:\Users\oswaldo.rivera\Desktop\Muebles VBAN\Mueble elevado Macao class LVM 94X48.svg,Mueble elevado Macao class LVM 94X48,ELEVADO,Macao,94X48,NA,CLASS,NA,3,ef253218-f662-4d3f-b704-1fd56fe95a96,BAN12,0036,,,,,,APPLIED,mode=extended_base_single_accessory; asset_id=2be2bb6e-5c96-4c89-91d3-72b26bf973be; updated_refs=3; overwritten_refs=0; skipped_refs=0; hash=84bde5a2af060cd679ed6419af5ff4727f2b3c5850c18df31c3b548ddaa5ac7d
C:\Users\oswaldo.rivera\Desktop\Muebles VBAN\Mueble elevado Macao life LVM 48x43.svg,Mueble elevado Macao life LVM 48x43,ELEVADO,Macao,48X43,NA,LIFE,NA,1,ef8d895e-d116-42ab-bc30-27a2eda1ee71,BAN05,0127,,,,,,APPLIED,mode=extended_base_single_accessory; asset_id=2835cd73-958e-4eb4-a3d2-ff245511f108; updated_refs=1; overwritten_refs=1; skipped_refs=0; hash=17bfe254766c9e279054f7c5887d00a94cedb1d720c6f119d71264c293a7d4cd
C:\Users\oswaldo.rivera\Desktop\Muebles VBAN\Mueble elevado Macao life LVM 63X48.svg,Mueble elevado Macao life LVM 63X48,ELEVADO,Macao,63X48,NA,LIFE,NA,1,7042f78f-1f84-45ba-8003-8aa634c16bd5,BAN05,0124,,,,,,APPLIED,mode=strict; asset_id=b11a28cc-2064-479e-b59d-238000cb6edb; updated_refs=1; overwritten_refs=1; skipped_refs=0; hash=a487a933ceeb585c2ef39123bd012dd626b13c43b6121060ec3e14e83ffca8fb
C:\Users\oswaldo.rivera\Desktop\Muebles VBAN\Mueble elevado Macao life LVM 79X48.svg,Mueble elevado Macao life LVM 79X48,ELEVADO,Macao,79X48,NA,LIFE,NA,2,3b055839-6b8e-482b-9f5f-c5f4e9edce19,BAN05,0077,,,,,,APPLIED,mode=extended_base_single_accessory; asset_id=6fa6d870-5cca-43ae-ac68-e07303fd82c6; updated_refs=2; overwritten_refs=2; skipped_refs=0; hash=e063b304fe4ee3de6386154f32ef8626e49b145c561b61af21663547fd9eae7e
C:\Users\oswaldo.rivera\Desktop\Muebles VBAN\Mueble elevado Misus class LVM 63x48.svg,Mueble elevado Misus class LVM 63x48,ELEVADO,Misus,63X48,NA,CLASS,NA,4,f4fb0813-3120-4b5d-aff0-19804d747a23,BAN12,0088,,,,,,APPLIED,mode=extended_base_ambiguous; asset_id=eeff150d-d789-4bd7-9ca8-3d801e2c805b; updated_refs=4; overwritten_refs=1; skipped_refs=0; hash=dd16e958813c50b332e32838e0132f33c507256811cac86ef93122d401fbb043
C:\Users\oswaldo.rivera\Desktop\Muebles VBAN\Mueble elevado Misus class LVM 79x48.svg,Mueble elevado Misus class LVM 79x48,ELEVADO,Misus,79X48,NA,CLASS,NA,4,6eafc037-9f99-44eb-aee2-9fa5dac87e88,BAN12,0089,,,,,,APPLIED,mode=extended_base_ambiguous; asset_id=cad268e9-3cc2-4b27-a3d7-637a7a01b21d; updated_refs=4; overwritten_refs=4; skipped_refs=0; hash=d71a39497f6f9acb88dbd73d92c8c2a2d818e4205982b3603dba48f9713413d5
C:\Users\oswaldo.rivera\Desktop\Muebles VBAN\Mueble elevado Misus class LVM 94x48.svg,Mueble elevado Misus class LVM 94x48,ELEVADO,Misus,94X48,NA,CLASS,NA,2,96aca956-bfa4-4ab9-b101-4724211cdbf2,BAN12,0090,,,,,,APPLIED,mode=extended_base_ambiguous; asset_id=f91b5dfd-b5a7-4620-a4a3-44ce97ac43f1; updated_refs=2; overwritten_refs=2; skipped_refs=0; hash=040f9e3318bdd659fb1004c42e24e3071247456e6f1c4c38530d727ade7fd5c5
C:\Users\oswaldo.rivera\Desktop\Muebles VBAN\Mueble elevado Misus life LVM 79x48.svg,Mueble elevado Misus life LVM 79x48,ELEVADO,Misus,79X48,NA,LIFE,NA,1,dd0b78fe-2d72-4de5-8247-2ba3e607c8dc,BAN05,0114,,,,,,APPLIED,mode=extended_base_single_accessory; asset_id=7b0446b6-e5af-4c57-bf2d-e5cc898e35ab; updated_refs=1; overwritten_refs=1; skipped_refs=0; hash=e5eb123d701d5f7ff1c60beb98e01c87914ebf67dfeb214f58d1107db4bdfa5f
C:\Users\oswaldo.rivera\Desktop\Muebles VBAN\Mueble elevado Monet LVM 63X48.svg,Mueble elevado Monet LVM 63X48,ELEVADO,Monet,63X48,NA,NA,NA,7,6c68f441-5b4e-4134-9ef1-39ff0e00829a,BAN23,0110,,,,,,APPLIED,mode=special_label_base_single_accessory; asset_id=e16bb282-c514-40e7-8daa-5d0620b69aa2; updated_refs=7; overwritten_refs=6; skipped_refs=0; hash=89b2590213aa7d4e1b395a2f779a3893ec2220d1cac5c6c249d02f9b972dffbc
C:\Users\oswaldo.rivera\Desktop\Muebles VBAN\Mueble elevado Picasso Life LVM 63x48 Manija Negra 520.svg,Mueble elevado Picasso Life LVM 63x48 Manija Negra 520,ELEVADO,Picasso,63X48,MANIJA NEGRA 520,LIFE,NA,2,e94d9b9d-500a-4eb0-9e8f-3a72f988b43d,BAN05,0130,,,,,,APPLIED,mode=extended_base_accessory_filter; target=version; version_codes=CME; updated_versions=1; asset_id=a3f2fdfe-581d-4768-a7aa-036f5980aed7; hash=0d918cfa80d59303f47cc4b59639297a57a1b8b1168be14a201b6f939fb37dae
C:\Users\oswaldo.rivera\Desktop\Muebles VBAN\Mueble elevado Picasso life LVM 63X48.svg,Mueble elevado Picasso life LVM 63X48,ELEVADO,Picasso,63X48,NA,LIFE,NA,2,e94d9b9d-500a-4eb0-9e8f-3a72f988b43d,BAN05,0130,,,,,,APPLIED,mode=extended_base_single_accessory; asset_id=2e74eeab-3ba4-4876-b0d8-91e4ecf72304; updated_refs=2; overwritten_refs=2; skipped_refs=0; hash=d34efb2752765aed37c77ae7107491a844bbdea900f2bb75a069ed47de239fd0
C:\Users\oswaldo.rivera\Desktop\Muebles VBAN\Mueble elevado Polock LVM 48X38.svg,Mueble elevado Polock LVM 48X38,ELEVADO,Polock,48X38,NA,NA,NA,1,a01ab1ff-9d04-442c-9027-803e99402ca8,BAN05,0128,,,,,,APPLIED,mode=special_label_base_single_accessory; asset_id=66bd60c1-fd64-4535-bd88-f5b3fd9186b9; updated_refs=1; overwritten_refs=1; skipped_refs=0; hash=94a2f8f1595806dba6c00ef8286f62d5c1f556c3d1e8870238611f7a2080afea
C:\Users\oswaldo.rivera\Desktop\Muebles VBAN\Mueble elevado Polock LVM 48X43.svg,Mueble elevado Polock LVM 48X43,ELEVADO,Polock,48X43,NA,NA,NA,2,66863771-00d0-4c37-9d79-490de6a99e18,BAN05,0126,,,,,,APPLIED,mode=special_label_base_single_accessory; asset_id=17c4f079-0dac-42e8-b843-5c8023dda7ee; updated_refs=2; overwritten_refs=1; skipped_refs=0; hash=08e5814516e34b6b6fa1fecd9e4078aa188f18ac62c4fea79e12f1de327fb271
C:\Users\oswaldo.rivera\Desktop\Muebles VBAN\Mueble elevado Polock LVM 63X48.svg,Mueble elevado Polock LVM 63X48,ELEVADO,Polock,63X48,NA,NA,NA,1,f4eb5946-83be-469c-8fa3-616c5eb07723,BAN05,0140,,,,,,APPLIED,mode=special_label_base_single_accessory; asset_id=dbb94adb-2c7a-437a-a600-7c6cd1a1bce3; updated_refs=1; overwritten_refs=1; skipped_refs=0; hash=dfe752502dffb71d33cd76e3f9c1e42a4b5c9a2f25f7e8a512b6f36685882705
C:\Users\oswaldo.rivera\Desktop\Muebles VBAN\Mueble elevado Rayo LVM 40X30.svg,Mueble elevado Rayo LVM 40X30,ELEVADO,Rayo,40X30,NA,NA,NA,3,980a3f04-cc31-453d-9b0e-e28b802d794d,BAN05,0091,,,,,,APPLIED,mode=special_label_base_single_accessory; asset_id=db8a75b1-7e02-4e6b-820e-b30b4e9eeee2; updated_refs=3; overwritten_refs=3; skipped_refs=0; hash=86eaf1c3b842fc94b5433818a0707da32e2265748c95feb2328be63d86ededd6
C:\Users\oswaldo.rivera\Desktop\Muebles VBAN\Mueble elevado Rayo LVM 48X38.svg,Mueble elevado Rayo LVM 48X38,ELEVADO,Rayo,48X38,NA,NA,NA,4,aa63701e-b19a-49ab-8cc9-7bd674175531,BAN05,0104,,,,,,APPLIED,mode=special_label_base_single_accessory; asset_id=7a9863a2-a0f1-4c47-8a7d-940c43361dfa; updated_refs=4; overwritten_refs=4; skipped_refs=0; hash=9c18012ca25fd814d50bb7ce83b608c6cd9ab33585ff7aa7f6e53b0b2fbaca17
C:\Users\oswaldo.rivera\Desktop\Muebles VBAN\Mueble elevado Rayo LVM 48x43.svg,Mueble elevado Rayo LVM 48x43,ELEVADO,Rayo,48X43,NA,NA,NA,2,6d038660-fc9a-444e-9eba-6434a935a9a8,BAN05,0105,,,,,,APPLIED,mode=special_label_base_single_accessory; asset_id=92d70450-282b-4e1a-85d3-18aa61cfe4de; updated_refs=2; overwritten_refs=2; skipped_refs=0; hash=6c034778246a681a2012e11e2d64601937e8ef47ee2dbb0b2adbb0292c0c2ce7
C:\Users\oswaldo.rivera\Desktop\Muebles VBAN\Mueble elevado Rayo LVM 63x48.svg,Mueble elevado Rayo LVM 63x48,ELEVADO,Rayo,63X48,NA,NA,NA,2,268178d2-3817-4ef6-ac9e-57cb9a3254ab,BAN05,0103,,,,,,APPLIED,mode=special_label_base_single_accessory; asset_id=27946cba-799c-4084-a672-db3e66417e18; updated_refs=2; overwritten_refs=2; skipped_refs=0; hash=e9a985c3e2b1c26528793d1a007f1450948726b14bdd0b5adf058c207165afc8
C:\Users\oswaldo.rivera\Desktop\Muebles VBAN\Mueble elevado Thalos class LVM  79X48.svg,Mueble elevado Thalos class LVM  79X48,ELEVADO,Thalos,79X48,NA,CLASS,NA,3,d1e86b11-afb8-450d-8582-c78cd00bf5e5,BAN12,0125,,,,,,APPLIED,mode=extended_base_single_accessory; asset_id=0013cdc7-0b89-4c29-b1de-ef3ba92acf86; updated_refs=3; overwritten_refs=0; skipped_refs=0; hash=8ccff03781ca5bae630d6b703d8d98b8d3d3504ab5491c7d3232230ef73a7e9a
C:\Users\oswaldo.rivera\Desktop\Muebles VBAN\Mueble elevado Tiziano LVM 124X48.svg,Mueble elevado Tiziano LVM 124X48,ELEVADO,Tiziano,124X48,NA,NA,NA,3,58b92409-2ffe-4f97-a3ba-dc65c706e37c,BAN05,0098,,,,,,APPLIED,mode=special_label_base_single_accessory; asset_id=7f1dd853-50c2-4c56-83d3-3842241a556a; updated_refs=3; overwritten_refs=3; skipped_refs=0; hash=d9a050b0c935f4d8e42dbc55ee36b7b24db72e2c65f67f7e70ab2133b32cc18b
C:\Users\oswaldo.rivera\Desktop\Muebles VBAN\Mueble elevado Tiziano LVM 63x48.svg,Mueble elevado Tiziano LVM 63x48,ELEVADO,Tiziano,63X48,NA,NA,NA,3,78d91409-1080-4c39-9bf5-9295a2a06ba3,BAN05,0065,,,,,,APPLIED,mode=special_label_base_single_accessory; asset_id=d73a4ad5-887b-4c76-ac19-04762c246ce7; updated_refs=3; overwritten_refs=3; skipped_refs=0; hash=2883ededba698ed790335ee74dc17a0d4d313aefb3b3506081d32a08fa1fed4d
C:\Users\oswaldo.rivera\Desktop\Muebles VBAN\Mueble elevado Tiziano LVM 79X48.svg,Mueble elevado Tiziano LVM 79X48,ELEVADO,Tiziano,79X48,NA,NA,NA,3,d7fa12fa-9580-4bc4-becb-f7c2558b7f8c,BAN05,0019,,,,,,APPLIED,mode=special_label_base_single_accessory; asset_id=9a6299da-c609-41ad-a5ad-794939abbf0a; updated_refs=3; overwritten_refs=2; skipped_refs=0; hash=961c411dc4f66188651fe359494c764885c6d2d430597690c91e48748a584b7c
C:\Users\oswaldo.rivera\Desktop\Muebles VBAN\Mueble elevado Tiziano LVM 94X48.svg,Mueble elevado Tiziano LVM 94X48,ELEVADO,Tiziano,94X48,NA,NA,NA,3,0dcb5c55-d3be-464e-a889-6d966860ca97,BAN05,0062,,,,,,APPLIED,mode=special_label_base_single_accessory; asset_id=7454ddf4-d4ec-46ee-bced-dfcba281a9f1; updated_refs=3; overwritten_refs=2; skipped_refs=0; hash=0227c5e5c097e263ded4cd6e82aee2702b0ea48fa067169afadba4c907dc7e54
C:\Users\oswaldo.rivera\Desktop\Muebles VBAN\Mueble elevado tucano 79X48.svg,Mueble elevado tucano 79X48,ELEVADO,tucano,79X48,NA,NA,NA,1,d6b01c58-f27c-4e27-9a45-1247d92fe67b,BAN05,0144,,,,,,APPLIED,mode=special_label_base_single_accessory; asset_id=c994cc14-46bb-4943-8c35-b581f9bf38dd; updated_refs=1; overwritten_refs=1; skipped_refs=0; hash=2ce77f4a628c3512c3c74fd2fca3dca4aaa9816869b929d1bd15f3100a7e15da
C:\Users\oswaldo.rivera\Desktop\Muebles VBAN\Mueble elevado Tucano LVM 63x48.svg,Mueble elevado Tucano LVM 63x48,ELEVADO,Tucano,63X48,NA,NA,NA,1,65cc26e7-dca1-461e-a947-9ed59b99371f,BAN05,0143,,,,,,APPLIED,mode=special_label_base_single_accessory; asset_id=e588ad02-8cf8-4c14-a129-7e424347c3dc; updated_refs=1; overwritten_refs=1; skipped_refs=0; hash=991faed76c8d703b1023040898fa79452634947b85dddad1088c475c16efaf8d
C:\Users\oswaldo.rivera\Desktop\Muebles VBAN\Mueble elevado Valdez LVM 48X43.svg,Mueble elevado Valdez LVM 48X43,ELEVADO,Valdez,48X43,NA,NA,NA,4,b15cecb8-ac95-48bc-8126-95d49219291a,BAN05,0051,,,,,,APPLIED,mode=special_label_base_single_accessory; asset_id=06662250-a8aa-488f-9a01-8a0985f7a225; updated_refs=4; overwritten_refs=2; skipped_refs=0; hash=7619e130e971a3428cf608dc662f77e008c484edc397b01d755d8cc72e47bc7b
C:\Users\oswaldo.rivera\Desktop\Muebles VBAN\Mueble elevado Van Gogh LVM 63X48.svg,Mueble elevado Van Gogh LVM 63X48,ELEVADO,VAN GOGH,63X48,NA,NA,NA,1,48abe7ce-83ee-4c5a-ba1d-9b3ad1391700,BAN05,0133,,,,,,APPLIED,mode=special_label_base_single_accessory; asset_id=25d7e970-5a88-408f-a15b-be0c3f00142f; updated_refs=1; overwritten_refs=1; skipped_refs=0; hash=bb6ae03443853a4bae53b673af5354ec6ef814fad3d3c49122f85c6b1503ff48
C:\Users\oswaldo.rivera\Desktop\Muebles VBAN\Mueble elevado Viteli LVM 124x48.svg,Mueble elevado Viteli LVM 124x48,ELEVADO,Viteli,124X48,NA,NA,NA,3,c4f366d6-a122-48c1-b1eb-b15cffe2a0ea,BAN12,0055,,,,,,APPLIED,mode=special_label_base_single_accessory; asset_id=d8d62446-15eb-4416-b0d2-82ce96d5fff6; updated_refs=3; overwritten_refs=0; skipped_refs=0; hash=2718e47bdd86753aacc9a4d3a043739b6a0f255c7dd31338619c313d13206983
C:\Users\oswaldo.rivera\Desktop\Muebles VBAN\Mueble elevado Viteli LVM 63X48.svg,Mueble elevado Viteli LVM 63X48,ELEVADO,Viteli,63X48,NA,NA,NA,3,b9849d49-e1e4-4c5e-b4c3-b58e7f601e2d,BAN12,0031,,,,,,APPLIED,mode=special_label_base_single_accessory; asset_id=3d9e1540-a0f9-4aca-9d70-ed0723bbf7e3; updated_refs=3; overwritten_refs=0; skipped_refs=0; hash=1cab9563152edafb65f5df44c2581b2a16eeedfda281aa861ee940140d726684
C:\Users\oswaldo.rivera\Desktop\Muebles VBAN\Mueble elevado Viteli LVM 79x48.svg,Mueble elevado Viteli LVM 79x48,ELEVADO,Viteli,79X48,NA,NA,NA,3,f782ff3c-bb14-4f2e-aeab-8d98d9e9b5c2,BAN22,0016,,,,,,APPLIED,mode=special_label_base_single_accessory; asset_id=8e231b54-7339-4509-a6ef-0f0d9b5dc4e1; updated_refs=3; overwritten_refs=3; skipped_refs=0; hash=cbb14327cf8dbbae36d191a9e462c42328251b3fc12defa767a4355115b3eab4
C:\Users\oswaldo.rivera\Desktop\Muebles VBAN\Mueble elevado Viteli LVM 94x48.svg,Mueble elevado Viteli LVM 94x48,ELEVADO,Viteli,94X48,NA,NA,NA,2,a83f9d6a-a35a-4b7f-993c-bdf491848c35,BAN12,0033,,,,,,APPLIED,mode=special_label_base_single_accessory; asset_id=ffcf2aab-5440-44fc-ad42-057e4f0b196c; updated_refs=2; overwritten_refs=2; skipped_refs=0; hash=454f736e01c07ed03aab3e66f5ef42393824f9d86eaaa6f78d55017331bfd84c
C:\Users\oswaldo.rivera\Desktop\Muebles VBAN\Mueble elevado Zacura LVM 63X48.svg,Mueble elevado Zacura LVM 63X48,ELEVADO,Zacura,63X48,NA,NA,NA,2,0b7955d2-f29c-469c-8c0d-a644a6fbf35e,BAN12,0091,,,,,,APPLIED,mode=special_label_base_single_accessory; asset_id=2b0d3a9f-c955-4f54-8237-7796e6622875; updated_refs=2; overwritten_refs=0; skipped_refs=0; hash=3ea09f64210d43d6d544cd4e1fe14805f1b6cd1da42f3b92b0c6350995b29df2
C:\Users\oswaldo.rivera\Desktop\Muebles VBAN\Mueble soporte Godai LVM 48X43.svg,Mueble soporte Godai LVM 48X43,SOPORTE,Godai,48X43,NA,NA,NA,3,1ee22a1e-a056-43fd-9622-3a3fbe8710ce,BAN12,0041,,,,,,APPLIED,mode=special_label_base_single_accessory; asset_id=4b692719-9a2e-45cd-9ad0-f15b18795f7e; updated_refs=3; overwritten_refs=0; skipped_refs=0; hash=1439f639f8aea7b23ed4309d6166e2b77b64d229aa9b6de06021ae103df078ef
C:\Users\oswaldo.rivera\Desktop\Muebles VBAN\Mueble soporte y estructura Godai LVM 63x48.svg,Mueble soporte y estructura Godai LVM 63x48,SOPORTE Y ESTRUCTURA,Godai,63X48,NA,NA,NA,3,f3642540-66f2-4889-a525-4ef3fe2862a7,BAN12,0044,,,,,,APPLIED,mode=special_label_base_single_accessory; asset_id=4436d35d-f290-4c4f-84a9-d7f7ec932310; updated_refs=3; overwritten_refs=0; skipped_refs=0; hash=8014c336365adaaeab78c6b2400d435e1b521b87c9e6e8b18beb764907ad3d50
C:\Users\oswaldo.rivera\Desktop\Muebles VBAN\Mueble soporte y estructura Godai LVM 79X48.svg,Mueble soporte y estructura Godai LVM 79X48,SOPORTE Y ESTRUCTURA,Godai,79X48,NA,NA,NA,3,84e8e0d6-3673-4d89-a2cc-76c60e4c3f64,BAN12,0050,,,,,,APPLIED,mode=special_label_base_single_accessory; asset_id=8cf3b691-77a0-4d13-9226-0915bc290821; updated_refs=3; overwritten_refs=0; skipped_refs=0; hash=c20bd22957f062dfc1e6ed83409744ae28e03c4a0a5b08eeaa4ef56a0317809f
C:\Users\oswaldo.rivera\Desktop\Muebles VBAN\Mueble tapa Vessel LVM 63X48.svg,Mueble tapa Vessel LVM 63X48,NA,Vessel,63X48,NA,NA,NA,1,6cf7bb72-0685-4908-85ba-7e680e894a69,BAN31,0001,,,,,,APPLIED,mode=strict; asset_id=0a6c8a22-d8a2-4574-bb68-d02b80ccced8; updated_refs=1; overwritten_refs=0; skipped_refs=0; hash=6e22c29c7bc50c56d3cce3ce27fd6b7740f0f87f380ebe00483591236611ba5c